Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume
2017-11-06 00:00:00+00:00,1.5,1.799,0.5,1.571,120615.34,192128.335549,918,47088.92,76279.89318
2017-11-07 00:00:00+00:00,1.571,1.8,1.5389,1.8,134129.73,224771.730969,851,77740.95,130637.808431
2017-11-08 00:00:00+00:00,1.7901,1.99,1.7479,1.9889,347290.26,661188.791512,2124,187899.67,362665.422644
2017-11-09 00:00:00+00:00,1.9781,2.1997,1.9,1.99,287037.2,585812.825704,1332,148065.7,303358.286789
2017-11-10 00:00:00+00:00,1.99,2.02,1.6019,1.7133,484658.9,885876.8652,1761,169341.17,313532.530513
2017-11-11 00:00:00+00:00,1.79,1.925,1.58,1.655,258838.37,452345.770169,1223,80833.37,146303.425317
2017-11-12 00:00:00+00:00,1.6567,1.7,1.34,1.49,457159.72,704902.989639,1783,134384.19,207464.632932
2017-11-13 00:00:00+00:00,1.5,1.7381,1.5,1.68,166770.73,273596.323188,1296,89168.73,147077.895676
2017-11-14 00:00:00+00:00,1.6801,1.7381,1.5321,1.5911,177246.45,285855.4757,1112,54519.4,88973.495528
2017-11-15 00:00:00+00:00,1.5721,1.6794,1.49,1.5532,297638.34,460183.52253,1625,49132.6,77668.356127
2017-11-16 00:00:00+00:00,1.5533,1.6699,1.511,1.5599,198029.66,315953.88804,1392,92484.73,148772.789123
2017-11-17 00:00:00+00:00,1.5599,1.5765,1.49,1.5041,419446.58,640592.380726,1372,91546.97,140599.156387
2017-11-18 00:00:00+00:00,1.5041,1.6699,1.492,1.6699,172099.86,270253.427936,914,101676.87,161314.198884
2017-11-19 00:00:00+00:00,1.6524,1.6948,1.575,1.6,179701.62,294879.465206,969,85933.78,142094.325997
2017-11-20 00:00:00+00:00,1.6,1.6522,1.5605,1.64,159737.16,257135.103704,867,63221.73,102395.92117
2017-11-21 00:00:00+00:00,1.6257,1.6419,1.54,1.5874,413447.37,653820.950625,1362,175919.81,278363.139625
2017-11-22 00:00:00+00:00,1.5728,1.6211,1.5556,1.6158,196457.62,311505.227801,987,80232.13,127675.931954
2017-11-23 00:00:00+00:00,1.6,1.618,1.5388,1.57,184458.49,289488.771316,1076,59253.54,93386.617325
2017-11-24 00:00:00+00:00,1.5644,1.8187,1.54,1.7292,644218.58,1080205.326803,2913,304099.24,510174.257163
2017-11-25 00:00:00+00:00,1.712,1.9588,1.68,1.87,475443.08,856432.449549,2082,253533.97,460998.377473
2017-11-26 00:00:00+00:00,1.85,1.91,1.76,1.8388,193666.26,359756.024918,1158,104989.64,196618.769481
2017-11-27 00:00:00+00:00,1.8388,1.9532,1.74,1.9532,480695.73,877871.738231,2144,238904.3,439279.530828
2017-11-28 00:00:00+00:00,1.945,1.9532,1.801,1.9249,359515.94,677548.274444,1245,190125.05,360085.875726
2017-11-29 00:00:00+00:00,1.9248,2.0486,1.55,1.7565,935739.25,1734093.398532,5050,433746.49,815204.124711
2017-11-30 00:00:00+00:00,1.7641,2.038,1.71,1.95,748118.06,1410818.441963,3988,437620.36,833545.135205
2017-12-01 00:00:00+00:00,1.95,2.1385,1.8801,2.0527,321456.28,650183.351446,2307,203762.85,413887.715145
2017-12-02 00:00:00+00:00,2.0526,2.1199,1.975,2.0797,241150.68,495787.768605,1776,87909.14,181755.770468
2017-12-03 00:00:00+00:00,2.0797,2.4,2.0438,2.2617,346006.6,764734.634109,3928,202747.5,447002.132665
2017-12-04 00:00:00+00:00,2.2617,2.5898,2.2617,2.55,384958.49,945326.372868,4076,226810.95,558793.858926
2017-12-05 00:00:00+00:00,2.5305,2.75,2.5,2.612,428655.47,1125838.346443,3479,224306.07,591009.242087
2017-12-06 00:00:00+00:00,2.6,2.8,2.3272,2.5134,379335.63,970951.895214,3753,175385.81,457892.731551
2017-12-07 00:00:00+00:00,2.5393,2.84,2.4001,2.6625,533510.45,1406348.826139,4762,324979.04,867552.113807
2017-12-08 00:00:00+00:00,2.6489,2.8,2.206,2.79,649804.35,1643051.586987,7144,283879.56,741396.96443
2017-12-09 00:00:00+00:00,2.789,2.81,2.1777,2.65,477826.16,1195662.19831,5654,191521.98,492694.44298
2017-12-10 00:00:00+00:00,2.65,2.6648,2.1315,2.4619,562267.17,1346922.162266,5762,223899.97,545211.505988
2017-12-11 00:00:00+00:00,2.4616,2.78,2.4505,2.687,381605.55,1008639.185552,4051,219015.46,581388.329972
2017-12-12 00:00:00+00:00,2.687,2.7397,2.4545,2.5547,541865.92,1418968.928439,5319,173439.41,459385.723125
2017-12-13 00:00:00+00:00,2.5547,2.74,2.265,2.719,702146.43,1805890.315819,7201,288431.22,751735.921251
2017-12-14 00:00:00+00:00,2.7194,3.1521,2.6981,3.1519,998488.09,2897004.542185,7170,643753.8,1879878.447535
2017-12-15 00:00:00+00:00,3.1518,4.399,2.99,4.12,919574.18,3307473.578784,8392,497883.11,1812034.729126
2017-12-16 00:00:00+00:00,4.16,4.7201,3.8172,4.6378,775606.79,3319650.86142,8242,374942.15,1619757.318879
