Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume
2018-04-17 00:00:00+00:00,0.25551,0.288,0.23983,0.2426,67462293.24,17411823.5715796,42568,28228665.39,7281513.0613701
2018-04-18 00:00:00+00:00,0.2426,0.2646,0.24201,0.262,31328095.79,7922134.2830433,21684,15082512.84,3818068.8263284
2018-04-19 00:00:00+00:00,0.26199,0.275,0.25777,0.27004,50859980.22,13609907.8997887,32600,23934593.69,6408750.3119017
2018-04-20 00:00:00+00:00,0.27004,0.30442,0.26648,0.30108,71084276.49,20270887.7035135,46506,35262790.18,10040840.1277773
2018-04-21 00:00:00+00:00,0.30161,0.307,0.26509,0.28668,92719842.91,26539390.1272096,55256,43517191.79,12413648.370707
2018-04-22 00:00:00+00:00,0.28669,0.2973,0.27716,0.2816,48693828.46,13995484.4068116,31512,23214895.86,6679180.5373058
2018-04-23 00:00:00+00:00,0.2816,0.28867,0.28064,0.28788,34341260.85,9788784.216761,22695,13692447.5,3904591.5216674
2018-04-24 00:00:00+00:00,0.28798,0.32,0.28593,0.30853,90526059.79,27728564.2693527,59339,43507259.85,13294488.197198
2018-04-25 00:00:00+00:00,0.3085,0.31099,0.2573,0.2687,124688510.26,34935280.9171051,75613,53116874.13,14847651.6523386
2018-04-26 00:00:00+00:00,0.2687,0.2939,0.255,0.29326,68109625.26,18704063.4600531,46981,31814747.97,8746078.1685526
2018-04-27 00:00:00+00:00,0.29326,0.30643,0.28145,0.28445,69781321.86,20504315.2829051,46133,34026765.74,10013836.6971222
2018-04-28 00:00:00+00:00,0.2844,0.36498,0.2817,0.35676,168937876.23,56407387.7275342,103617,89831223.31,29871051.6685067
2018-04-29 00:00:00+00:00,0.35675,0.3866,0.3415,0.36254,162840221.99,59607359.481852,103067,79911394.87,29289779.1251626
2018-04-30 00:00:00+00:00,0.36251,0.3637,0.33,0.34145,93142615.39,32338238.1086064,71564,40477907.58,14067204.9471302
2018-05-01 00:00:00+00:00,0.34145,0.36034,0.3187,0.35504,120368721.75,40859083.9958413,71249,56496967.88,19249295.8306426
2018-05-02 00:00:00+00:00,0.35498,0.37586,0.345,0.37199,65457686.29,23759298.7286126,54666,34084267.41,12386872.9913515
2018-05-03 00:00:00+00:00,0.37199,0.3885,0.36402,0.36716,88326409.65,32983955.9240044,68511,37735576.74,14118032.4283588
2018-05-04 00:00:00+00:00,0.36683,0.36897,0.3465,0.358,56069269.37,20199051.7838262,44209,26029367.87,9365192.7733509
2018-05-05 00:00:00+00:00,0.3584,0.37434,0.35771,0.36502,46962690.28,17211963.4002311,37709,19905635.98,7303836.4003063
2018-05-06 00:00:00+00:00,0.36502,0.36641,0.33538,0.34654,63926868.16,22202800.2271052,45636,27676267.84,9566932.9108764
2018-05-07 00:00:00+00:00,0.34599,0.3474,0.291,0.33046,64060938.79,20855267.8506013,45899,29922663.51,9738982.2520135
2018-05-08 00:00:00+00:00,0.33079,0.34559,0.3163,0.32213,45105012.01,14851982.5077905,36389,21315327.9,7019394.5523088
2018-05-09 00:00:00+00:00,0.32213,0.32547,0.298,0.31884,60635549.24,18957201.2202262,40624,27673515.06,8653246.940531
2018-05-10 00:00:00+00:00,0.31884,0.3221,0.291,0.29121,38210521.24,11849062.0616673,33669,16174022.91,5021601.9210781
2018-05-11 00:00:00+00:00,0.29121,0.29349,0.2488,0.25573,141274876.67,37716105.251147,87880,62311865.76,16625795.6060448
2018-05-12 00:00:00+00:00,0.25574,0.27898,0.23402,0.2655,145891622.18,37755754.0938769,75721,66419359.07,17156522.0830855
2018-05-13 00:00:00+00:00,0.26497,0.285,0.256,0.27718,80814388.52,21946942.4071435,47969,41444236.4,11264384.7317387
2018-05-14 00:00:00+00:00,0.27718,0.27815,0.25123,0.26655,91273066.64,24211870.7573898,52143,43694904.03,11601713.3219888
